date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:27:10	789/789	---M--	200	added ('OK')	image/png	etag:%225f430583-315%22	https://wcd.andeye.com/favicon-32x32.png	./wcd_mirror/favicon-32x32.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:11	349/349	---M--	200	added ('OK')	image/png	etag:%225f430583-15d%22	https://wcd.andeye.com/favicon-16x16.png	./wcd_mirror/favicon-16x16.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:12%20GMT	http://cdn.andeye.com/media/file_180days/andeye/73295/1623840034216_wcd.jpg	./wcd_mirror/media/file_180days/andeye/73295/1623840034216_wcd.10.delayed	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:14	10796/10796	---MCZ	200	added ('OK')	text/css	etag:W/%2262157e17-2a2c%22	https://wcd.andeye.com/css/main.css?mid=559	./wcd_mirror/css/main.css	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:15	2237/2237	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edebd26-8bd%22	https://wcd.andeye.com/js/logjserror.js?mid=3	./wcd_mirror/js/logjserror.js	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:16	7173/7173	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262157e17-1c05%22	https://wcd.andeye.com/js/minnitpage.js?mid=1559171199	./wcd_mirror/js/minnitpage.js	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:17	150590/150590	---M--	200	added ('OK')	image/jpeg	etag:%2256aa71ce1532e672808d0807e925c310%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1623840034216_wcd.jpg	./wcd_mirror/media/file_180days/andeye/73295/1623840034216_wcd.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:18	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:18%20GMT	https://wcd.andeye.com/2044/report.pdf	./wcd_mirror/2044/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:19	43840/43840	---M--	200	added ('OK')	image/webp	etag:%2265e5ab96-ab40%22	https://www.andeye.com/wp-content/uploads/2020/10/jeremy-bishop-1braZySlEKA-unsplash.jpg	./wcd_mirror/wp-content/uploads/2020/10/jeremy-bishop-1braZySlEKA-unsplash.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:19	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:19%20GMT	https://wcd.andeye.com/2024/report.pdf	./wcd_mirror/2024/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:21	9568/9568	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:20%20GMT	https://wcd.andeye.com/MWHT-Platinum-Sponsor	./wcd_mirror/MWHT-Platinum-Sponsor-2.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:22	34194/34194	---M--	200	added ('OK')	image/png	etag:%2213e75d82d5d427c0ddd70446e8248d05%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1633083079430_MWHT.png	./wcd_mirror/media/file_180days/andeye/113624/1633083079430_MWHT.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:22	3674/3674	---M--	200	added ('OK')	image/png	etag:%22f6d3b7b3529f85e6dbc2d25cc4b0c258%22	https://cdn.andeye.com/media/file_permanent_andeye/113624/1702131737438/AmyboNeedsALogoB500.png	./wcd_mirror/media/file_permanent_andeye/113624/1702131737438/AmyboNeedsALogoB500.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:23%20GMT	https://wcd.andeye.com/WCD2023	./wcd_mirror/WCD2023.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:25	5785/5785	---M--	200	added ('OK')	image/jpeg	etag:%22f649bd1aa82919a813d110686502f62a%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1617276073335_IChemElogo.jpg	./wcd_mirror/media/file_180days/andeye/113624/1617276073335_IChemElogo.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:26	334618/334618	---MCZ	200	added ('OK')	text/html	etag:%22118dhiq5ccc766u%22	https://video.andeye.com/fad2jv7zb?fullscreen	./wcd_mirror/fad2jv7zb.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:26	30875/30875	---M--	200	added ('OK')	image/png	etag:%223d2fb6c65924cf05ed883dbc0b6639fd%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1617275892286_RSClogo.png	./wcd_mirror/media/file_180days/andeye/113624/1617275892286_RSClogo.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:27	10078/10078	---M--	200	added ('OK')	image/png	etag:%221700da27b4498ab90117533b60a423ff%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1617276047216_InstituteofWaterLogo.png	./wcd_mirror/media/file_180days/andeye/113624/1617276047216_InstituteofWaterLogo.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:28	7263/7263	---M--	200	added ('OK')	image/png	etag:%2226bff91af6e33ce2baaa4bd885790ee7%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1617276004314_IWAlogo.png	./wcd_mirror/media/file_180days/andeye/113624/1617276004314_IWAlogo.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:29	31461/31461	---M--	200	added ('OK')	image/png	etag:%22fff352a18321acf954eb02f8f8188cf1%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1617279798470_SocEnvlogo.png	./wcd_mirror/media/file_180days/andeye/113624/1617279798470_SocEnvlogo.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:30	19226/19226	---M--	200	added ('OK')	image/png	etag:%2229f83cdab4d5ceb30f94f1ef9761ec26%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1617279407401_WaterAidLogo2019.png	./wcd_mirror/media/file_180days/andeye/73295/1617279407401_WaterAidLogo2019.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:31%20GMT	https://wcd.andeye.com/COP27	./wcd_mirror/COP27.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:32	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:32%20GMT	https://wcd.andeye.com/wcd2022/report.pdf	./wcd_mirror/wcd2022/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:34	38557/38557	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:33%20GMT	https://wcd.andeye.com/WCD2022	./wcd_mirror/WCD2022-2.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:34%20GMT	https://wcd.andeye.com/wcd2022survey	./wcd_mirror/wcd2022survey.26.delayed	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:35%20GMT	https://wcd.andeye.com/COP27	./wcd_mirror/COP27.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:36%20GMT	https://wcd.andeye.com/COP27	./wcd_mirror/COP27.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:38	341929/341929	---M--	200	added ('OK')	image/jpeg	etag:%220ec1d701636f6ceab17aebf55c102761%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1669999937170_WCD2022tiles.jpg	./wcd_mirror/media/file_180days/andeye/113624/1669999937170_WCD2022tiles.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:38%20GMT	https://wcd.andeye.com/COP27	./wcd_mirror/COP27.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:39	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:39%20GMT	https://wcd.andeye.com/WaterClimateDiscussion.html	./wcd_mirror/WaterClimateDiscussion-2.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:40	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:40%20GMT	https://wcd.andeye.com/WCD2022/report.pdf	./wcd_mirror/WCD2022/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:42	297566/297566	---M--	200	added ('OK')	image/jpeg	etag:%22dda6c31854a4a0e8b63f8d06f3b32862%22	https://cdn.andeye.com/media/file_180days/andeye/113624/166999427861_WCD2022reportTiles.jpg	./wcd_mirror/media/file_180days/andeye/113624/166999427861_WCD2022reportTiles.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:42%20GMT	https://wcd.andeye.com/WCD2022survey	./wcd_mirror/WCD2022survey.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:43%20GMT	https://wcd.andeye.com/WCD2022survey	./wcd_mirror/WCD2022survey.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:45	204604/204604	---M--	200	added ('OK')	image/jpeg	etag:%225362d37970cf2580261d44f9990b322c%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1669241556420_WCD2022Survey.jpg	./wcd_mirror/media/file_180days/andeye/113624/1669241556420_WCD2022Survey.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:46	76090/76090	---M--	200	added ('OK')	image/png	etag:%22bd05297a6d92f8ee4e8ff287d7b5b16b%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631126788378_Trant.png	./wcd_mirror/media/file_180days/andeye/113624/1631126788378_Trant.png	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:48	14519/14519	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:47%20GMT	https://wcd.andeye.com/wcd-next	./wcd_mirror/wcd-next.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:48	75961/75961	---M--	200	added ('OK')	image/jpeg	etag:%22cc57a58cac9081d2cb0a142abbb05939%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1666942861478_AqueumLogo.jpg	./wcd_mirror/media/file_180days/andeye/113624/1666942861478_AqueumLogo.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:49	8885/8885	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:48%20GMT	https://wcd.andeye.com/water-climate-hierarchy	./wcd_mirror/water-climate-hierarchy.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:49%20GMT	https://www.andeye.com/WCD/OneVoice/OneVoice.hyperesources/onevoice_hype_generated_script.js?77678	./wcd_mirror/WCD/OneVoice/OneVoice.hyperesources/onevoice_hype_generated_script.35.delayed	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:50	83/83	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:50%20GMT	https://wcd.andeye.com/water-climate-call-to-action	./wcd_mirror/water-climate-call-to-action.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:51	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:51%20GMT	https://wcd.andeye.com/call-to-action/report.pdf	./wcd_mirror/call-to-action/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:52%20GMT	https://www.andeye.com/WCD/ManySolutions/ManySolutions.hyperesources/manysolutions_hype_generated_script.js?75577	./wcd_mirror/WCD/ManySolutions/ManySolutions.hyperesources/manysolutions_hype_generated_script.js	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:54	8842/8842	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:53%20GMT	https://wcd.andeye.com/water-climate-next	./wcd_mirror/water-climate-next.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:55	14449/14449	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Jul%202025%2006:27:54%20GMT	https://wcd.andeye.com/cop26live	./wcd_mirror/cop26live.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:55%20GMT	https://wcd.andeye.com/wcd3	./wcd_mirror/wcd3.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:56%20GMT	https://wcd.andeye.com/wcd2	./wcd_mirror/wcd2.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:57%20GMT	https://wcd.andeye.com/wcd1	./wcd_mirror/wcd1.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:27:58%20GMT	https://wcd.andeye.com/cop26finance	./wcd_mirror/cop26finance.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:27:59	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:27:59%20GMT	https://wcd.andeye.com/cop26finance/report.pdf	./wcd_mirror/cop26finance/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:28:00%20GMT	https://wcd.andeye.com/cop26transport	./wcd_mirror/cop26transport.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:01	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:28:01%20GMT	https://wcd.andeye.com/cop26transport/report.pdf	./wcd_mirror/cop26transport/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:28:02%20GMT	https://wcd.andeye.com/cop26energy	./wcd_mirror/cop26energy.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:03	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:28:03%20GMT	https://wcd.andeye.com/cop26energy/report.pdf	./wcd_mirror/cop26energy/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:28:04%20GMT	https://wcd.andeye.com/cop26nature	./wcd_mirror/cop26nature.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:05	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:28:05%20GMT	https://wcd.andeye.com/cop26nature/report.pdf	./wcd_mirror/cop26nature/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Jul%202025%2006:28:06%20GMT	https://wcd.andeye.com/cop26adaptation	./wcd_mirror/cop26adaptation.html	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:07	1910/1910	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Jul%202025%2006:28:07%20GMT	https://wcd.andeye.com/cop26adaptation/report.pdf	./wcd_mirror/cop26adaptation/report.pdf	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:09	33565/33565	---M--	200	added ('OK')	image/jpeg	etag:%22a041f11ae467dbc4e42ddd17876d2a20%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631652242392_HeidiMottram.jpg	./wcd_mirror/media/file_180days/andeye/113624/1631652242392_HeidiMottram.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:11	39185/39185	---M--	200	added ('OK')	image/jpeg	etag:%22d853ec098dc353faccadbc9447b10839%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631651865422_CateLamb.jpg	./wcd_mirror/media/file_180days/andeye/113624/1631651865422_CateLamb.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:11	28912/28912	---M--	200	added ('OK')	image/jpeg	etag:%227a3aa91d32530e587157a1cdaacc7ccd%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631647889165_KathrynPharr.jpg	./wcd_mirror/media/file_180days/andeye/113624/1631647889165_KathrynPharr.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:12	28798/28798	---M--	200	added ('OK')	image/jpeg	etag:%227673247ad5b1f75077b724ecd3c60a15%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631645979435_KalaVairavamoorthy.jpg	./wcd_mirror/media/file_180days/andeye/113624/1631645979435_KalaVairavamoorthy.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:13	35960/35960	---M--	200	added ('OK')	image/jpeg	etag:%226f1d9aad2e22112a0508be762a8d1c63%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1631646701256_PiersClark.jpg	./wcd_mirror/media/file_180days/andeye/113624/1631646701256_PiersClark.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:13	26097/26097	---M--	200	added ('OK')	image/jpeg	etag:%222e63abcc5567182aef62aef631c92104%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1639234426346_TrevorBishop.jpg	./wcd_mirror/media/file_180days/andeye/113624/1639234426346_TrevorBishop.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:15	38006/38006	---M--	200	added ('OK')	image/jpeg	etag:%2223570da2ba4f1b2d4e1227ecaf1b8675%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1625099032341_annacrisp.jpg	./wcd_mirror/media/file_180days/andeye/73295/1625099032341_annacrisp.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:16	34724/34724	---M--	200	added ('OK')	image/jpeg	etag:%222aef4d8c4a868eaeecb632feb7bf21ab%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1620749877302_katharinecross.jpg	./wcd_mirror/media/file_180days/andeye/73295/1620749877302_katharinecross.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:16	33754/33754	---M--	200	added ('OK')	image/jpeg	etag:%2206f32f395cc0d16c80eb88157aed347a%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1639234493408_LucienDamiba.jpg	./wcd_mirror/media/file_180days/andeye/113624/1639234493408_LucienDamiba.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:18	38426/38426	---M--	200	added ('OK')	image/jpeg	etag:%2293b632b884ae3e8a16207b55afe362d4%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1620739588256_amandalake.jpg	./wcd_mirror/media/file_180days/andeye/73295/1620739588256_amandalake.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:19	40158/40158	---M--	200	added ('OK')	image/jpeg	etag:%222a7943de8e2e357c5765cb349575a751%22	https://cdn.andeye.com/media/file_180days/andeye/73295/162091360954_samlarsen.jpg	./wcd_mirror/media/file_180days/andeye/73295/162091360954_samlarsen.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:19	42457/42457	---M--	200	added ('OK')	image/jpeg	etag:%22ae13e4083d36bbb00e091cc16781720e%22	https://cdn.andeye.com/media/file_180days/andeye/73295/16209134446_jodierettino.jpg	./wcd_mirror/media/file_180days/andeye/73295/16209134446_jodierettino.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:20	38577/38577	---M--	200	added ('OK')	image/jpeg	etag:%225a4fd7a8ba9e43aaf81caf08b63ad8aa%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1624924263382_frankrogalla.jpg	./wcd_mirror/media/file_180days/andeye/73295/1624924263382_frankrogalla.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:21	35080/35080	---M--	200	added ('OK')	image/jpeg	etag:%2299f582d364a199e22dda906ed8f78fec%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1623068064181_johnsammon.jpg	./wcd_mirror/media/file_180days/andeye/73295/1623068064181_johnsammon.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:22	46069/46069	---M--	200	added ('OK')	image/jpeg	etag:%229a6bb1cc8e9bf26cf8b4642d0e6cca9e%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1625597114459_alansutherland.jpg	./wcd_mirror/media/file_180days/andeye/73295/1625597114459_alansutherland.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:23	32680/32680	---M--	200	added ('OK')	image/jpeg	etag:%22fe0af9363524d76a6ec40ed4ad8339f4%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1625741479105_jacobtomkins.jpg	./wcd_mirror/media/file_180days/andeye/73295/1625741479105_jacobtomkins.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:24	39455/39455	---M--	200	added ('OK')	image/jpeg	etag:%227d36f4737a977c2423c2b7bc5a2bacdf%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1623138532318_ivanvoelund.jpg	./wcd_mirror/media/file_180days/andeye/73295/1623138532318_ivanvoelund.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:25	24782/24782	---M--	200	added ('OK')	image/jpeg	etag:%223cd5d22a41c122de87b3f32adec5e9ea%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1639234372454_AndrewRoby.jpg	./wcd_mirror/media/file_180days/andeye/113624/1639234372454_AndrewRoby.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:26	36550/36550	---M--	200	added ('OK')	image/jpeg	etag:%22c979f711f941b2ca7637bcaf50068e1c%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1636651371169_nathanialmatthews.jpg	./wcd_mirror/media/file_180days/andeye/73295/1636651371169_nathanialmatthews.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:27	35195/35195	---M--	200	added ('OK')	image/jpeg	etag:%22f95ac228a8287d74881c80f59b98a39e%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1636717589378_grahamalabaster.jpg	./wcd_mirror/media/file_180days/andeye/73295/1636717589378_grahamalabaster.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:28	45643/45643	---M--	200	added ('OK')	image/jpeg	etag:%229b63a1ba7811a3f217676683fdd344f6%22	https://cdn.andeye.com/media/file_180days/andeye/73295/163665154992_emmawilcox.jpg	./wcd_mirror/media/file_180days/andeye/73295/163665154992_emmawilcox.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:29	40422/40422	---M--	200	added ('OK')	image/jpeg	etag:%22dce982e07a8e0a44d2d417c172c48876%22	https://cdn.andeye.com/media/file_180days/andeye/73295/163671696781_martinbaxter.jpg	./wcd_mirror/media/file_180days/andeye/73295/163671696781_martinbaxter.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:30	40878/40878	---M--	200	added ('OK')	image/jpeg	etag:%221bc9a3ad0121e157bf315f671225b718%22	https://cdn.andeye.com/media/file_180days/andeye/73295/1636717274358_ianbarker.jpg	./wcd_mirror/media/file_180days/andeye/73295/1636717274358_ianbarker.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
07:28:31	39079/39079	---M--	200	added ('OK')	image/jpeg	etag:%22e02cca8336f00d93fad48c8673ed0b5f%22	https://cdn.andeye.com/media/file_180days/andeye/113624/1639234465318_MartinCurrie.jpg	./wcd_mirror/media/file_180days/andeye/113624/1639234465318_MartinCurrie.jpg	(from https://wcd.andeye.com/waterclimatediscussion)
